"CONTEXT (DO NOT MODIFY)","ENGLISH (DO NOT MODIFY)","LOCALIZED (EDIT THIS COLUMN)"
"image:Shutter.png","export/Shutter.png","export/Shutter.png"
"news:RANDOM_WEATHER","The Weather","気象情報"
"news:RANDOM_SPORTS","Sports","スポーツ"
"news:RANDOM_ENTERTAINMENT","Entertainment","娯楽"
"news:RANDOM_POLITICS","Politics","政治"
"news:FIRST_DAY","Grestin Border Checkpoint Opens At Last!","グレスティン国境検問所 ついに開設！"
"news:FIRST_DAY","After 6 Long Years. Can the Ministry of Admission Keep Us Safe?","６年ぶりに再開。入国管理省は平和を保てるか？"
"news:FIRST_DAY","Families To Reunite","家族と再会"
"news:CHECKPOINT_SUCCESS","Grestin Checkpoint a Success!","グレスティン検問所 順調に始動！"
"news:CHECKPOINT_SUCCESS","Entry Restrictions To Relax, Admit Foreigners","入国制限緩和へ 外国人も許可"
"news:CHECKPOINT_SUCCESS","Analysts Upbeat","経済学者 景気上昇予測"
"news:CHECKPOINT_SUCCESS","Increased Trade And Cooperation Predicted","貿易・経済協力の増加予想"
"news:FIRST_TERRORISTS","Terrorists Strike At Grestin!","グレスティン検問所 テロ襲撃！"
"news:FIRST_TERRORISTS","Kolechian Agitators Suspected.","コレチア人運動家に容疑かかる"
"news:FIRST_TERRORISTS","Checkpoint Lockdown","検問所 一時封鎖"
"news:FIRST_TERRORISTS","More Guards - More Scrutiny","警備強化 - 検査も厳重化"
"news:BLACKMARKET_EXPLODES","Blackmarket Activity Explodes","闇市場取引 激増"
"news:BLACKMARKET_EXPLODES","Government Blames Lax Immigration Controls","入国管理のあまさを政府非難"
"news:BLACKMARKET_EXPLODES","Checkpoint Expansion Postponed","検問所 拡大延期"
"news:WORKPERMIT_FIRST","Jobs Few, Becoming Fewer","就職難 さらに深刻化"
"news:WORKPERMIT_FIRST","Immigrants Taking Jobs From Locals","移民によって国民の仕事が失われる"
"news:KOLECHIA_COMPLAINS_SEARCH","Kolechian Leader Files Complaint","コレチア国元首 不満表明"
"news:KOLECHIA_COMPLAINS_SEARCH","Claims Unprovoked Border Searches Violate Rights","不当な国境検問による権利侵害を訴える"
"news:AFTER_SUICIDE_BOMBER","Another Attack At Grestin Checkpoint!","グレスティン国境検問所 再襲撃！"
"news:AFTER_SUICIDE_BOMBER","Suicide Bomber Slips Through Security","自爆テロ犯 警備すり抜ける"
"news:GENERIC_BOMBER","Grestin Suffers Another Border Attack","グレスティン国境 繰り返される襲撃"
"news:GENERIC_BOMBER","Suicide Bombings Becoming Routine","自爆テロ日常化"
"news:PIMP_BUSTED","Human Trafficking Ring Shut Down!","人身売買組織 摘発！"
"news:PIMP_BUSTED","Grestin Checkpoint Officer Nabs Mastermind","グレスティン入国審査官、首謀者をみごと摘発"
"news:PIMP_ESCAPED","Dancers At Grestin Club Found Dead!","グレスティンクラブダンサー遺体で発見！"
"news:PIMP_ESCAPED","Newly Immigrated Girls Victims Of Human Trafficking","移住間もない少女、人身売買犠牲者に"
"news:KILLERATHLETE","Republian Track Star Wanted For Murder!","リパブリアの陸上スターに殺人容疑！"
"news:KILLERATHLETE","Vince Lestrade's Whereabouts Unknown - Has Likely Fled Republia","Vince Lestrade選手 行方不明 - リパブリアから逃亡か"
"news:KILLERATHLETE","Vince Lestrade: Profile","Vince Lestrade容疑者：その人物像"
"news:KILLERATHLETE","Girlfriend Killed In Jealous Rage?","嫉妬に狂い交際女性を殺害か？"
"news:KILLERATHLETE_DETAINED","Vince Lestrade Apprehended In Grestin!","Vince Lestrade容疑者グレスティンで逮捕！"
"news:KILLERATHLETE_DETAINED","Track Champ Looks Quite Guilty Now","陸上の覇者 ようやく反省の色"
"news:KILLERATHLETE_APPROVED","Vince Lestrade Spotted in Arstotzka","Vince Lestrade容疑者 アルストツカで目撃"
"news:KILLERATHLETE_DENIED","Vince Lestrade Apprehended In Kolechia!","Vince Lestrade容疑者 コレチアで逮捕！"
"news:DIPLOMAT_FIRST","Kolechia Sends Top-Level Diplomat","コレチア政府 上級外交官派遣"
"news:DIPLOMAT_FIRST","Normalizing Trade Top Issue","貿易の重要課題 規格化へ"
"news:BUSTED_SPY","Top-level Kolechian Exposed as Arstotzkan Spy!","コレチア上級官、本国工作員と発覚"
"news:BUSTED_SPY","Missing From Post, Presumed Dead","任地から失踪、すでに死亡か"
"news:BUSTED_SPY_GAVEREALDOCS","Kolechia Cleans House - Eliminates Arstotzkan Spies","コレチア一斉捜索 - 本国工作員一掃"
"news:BUSTED_SPY_GAVEREALDOCS","Heroic Agents Compromised","勇敢な諜報員ら窮地へ"
"news:BUSTED_SPY_GAVEFAKEDOCS","Kolechia Cleans House - Attacks Its Own!","コレチア一斉捜索 - 自らを窮地へ"
"news:BUSTED_SPY_GAVEFAKEDOCS","Round Of Disappearances Blamed On Faulty Evidence","一連の失踪事件は偽証と発覚"
"news:FORGERY_NEWS","Theft At Ministry Of Admission!","入国管理省に強盗！"
"news:FORGERY_NEWS","Limited Effects - Few Items Stolen","影響は軽微 - 盗難被害は数点"
"news:SECRET_SOCIETY","The History of Arstotzka","アルストツカの歴史"
"news:SECRET_SOCIETY","In Pictures and Words - Mostly Words","写真と文章で綴る - 徒然に"
"news:CRIMINAL_ACTIVITY","A Criminal's Safe Haven","犯罪者の温床化"
"news:CRIMINAL_ACTIVITY","Arstotzka Earns Dubious Reputation","アルストツカに不信の声"
"news:LOSING_GUARDS","Ministries Fight Over Staff","各省庁で人員奪い合い"
"news:LOSING_GUARDS","Qualified Guards, Soldiers In Demand","有能な護衛・士官ら急募"
"news:LOSING_GUARDS","Consolidation, Reassignment At Border","国境地域で統合・配置転換実施"
"news:LOSING_GUARDS","Still Safe With Smaller Detail?","縮小体制でも平和の保持可能か"
"news:RUNNER_AFTER_TRANQ","Grestin Incident Highlights Security Risks","グレスティンで事件 警備体制の甘さ露呈"
"news:RUNNER_AFTER_TRANQ","Further Breaches Predicted","さらなる侵害行為も予測"
"news:BIKE_ATTACK","Daring Bike Attack At Grestin Checkpoint!","グレスティン検問所 バイク襲撃！"
"news:BIKE_ATTACK","Extremists Growing Bolder - Grestin Like Magnet","グレスティンに集う過激派か"
"news:BORDER_TARGETED","Can The Wall Hold?","壁は保たれるか？"
"news:BORDER_TARGETED","Border Safety Continually Questioned","国境地域の安全につのる不信の声"
"news:BIKERUNNER_NEWS","Coordinated Border Breach!","計画的な国境突破事件！"
"news:BIKERUNNER_NEWS","Unknown Assailants Swamp Security","謎の襲撃者ら警備圧倒"
"news:NOSY_JOURNALIST_APPROVED","Arstotzka's Frail Border","アルストツカ 脆弱な国境管理"
"news:NOSY_JOURNALIST_APPROVED","United Fed Reporter Exposes Lax Protocols","合衆連邦の記者が緩い規制を暴露"
"news:NOSY_JOURNALIST_DENIED","Arstotzka's Iron Border","アルストツカ 鉄壁の国境線"
"news:NOSY_JOURNALIST_DENIED","Int. Media Reveals Entry Visa Bias","国際情報組織、入国ビザの偏りあばく"
"news:IDSUPPLEMENT_INTRO","Another Bomber Slips Through!","新たな爆弾犯 警備をすり抜ける！"
"news:IDSUPPLEMENT_INTRO","Immigrant Screening Falls Short","移民に対する不十分な検査体制"
"news:IDSUPPLEMENT_INTRO","M.O.A. Gets New Director","入管省に新長官就任"
"news:IDSUPPLEMENT_INTRO","Stricter Protocols Promised at Border","国境での厳重な規制を約束"
"news:WHISTLEBLOWER_SETUP0","Antegria Domestic Spying Exposed!","アンテグリア国内の工作行為が発覚！"
"news:WHISTLEBLOWER_SETUP0","Whistleblower On The Run","告発者は逃亡中"
"news:WHISTLEBLOWER_SETUP1","Antegrian Whistleblower Denied Asylum In Republia","アンテグリア 告発者 リパブリアへ 亡命ならず"
"news:WHISTLEBLOWER_SETUP2","Antegrian Whistleblower Turned Away From United Fed","アンテグリア 告発者 合衆連邦に 拒否される"
"news:WHISTLEBLOWER_COMING","Antegrian Whistleblower Accepted By Arstotzka","アンテグリア告発者アルストツカ受入れ"
"news:WHISTLEBLOWER_COMING","Move Risks Angering Neighbors","怒る隣国との関係悪化を懸念"
"news:WHISTLEBLOWER_IN","Antegrian Whistleblower Arrives - Disappears Immediately","アンテグリア告発者 入国直後に失踪"
"news:WHISTLEBLOWER_OUT","Antegrian Whistleblower Turned Away - Whereabouts Unknown","アンテグリア告発者 入国拒否 - 行方不明に"
"news:IMPOR_UNHAPPY","Impor Protests Unbalanced Trade Restrictions","インポール 不当な貿易規制に不満表明"
"news:IMPOR_UNHAPPY","Claims Arstotzka Unfairly Taxes Imporian Goods","輸入品に対するアルストツカの関税は不公正"
"news:IMPOR_SANCTIONS_START","Impor Begins Trade Sanctions!","インポール 貿易制裁を開始！"
"news:IMPOR_SANCTIONS_START","Immediately Restricts All Imports From Arstotzka","アルストツカ輸入品を全面規制"
"news:IMPOR_SANCTIONS_END","Impor Sanctions End!","インポール制裁処置 解除！"
"news:IMPOR_SANCTIONS_END","Over So Fast? What Happened?","なぜ急に？ 何があったのか？"
"news:SURGERY_SETUP","Breakthrough Spinal Surgery Perfected","大躍進 脊椎手術に成功"
"news:SURGERY_SETUP","Only Possible With Arstotzkan Expertise","アルストツカの専門技術でのみ可能"
"news:VIRUS_PRIMER","Polio Resurfaces In United Fed","ポリオウィルス 合衆連邦で再流行"
"news:VIRUS_PRIMER","Isolated Diagnosis Or Something More?","隔離またはそれ以上の対策必要か"
"news:VIRUS_BAN_UNITED_FED","Full-blown Epidemic Threatens United Fed!","合衆連邦 伝染病まん延の危機！"
"news:VIRUS_BAN_UNITED_FED","Previously Under Control, Polio Back With Vengeance","一時は抑止されたポリオウィルス逆襲"
"news:VIRUS_REQUIRE_CERT","Ministry of Health Acts To Protect Citizens","衛生省 国民の安全確保に尽力"
"news:VIRUS_REQUIRE_CERT","New Policy, Safeguards At Borders","新政策、国境にて保障措置"
"news:SERIAL_KILLER","Serial Child Killer Escapes United Fed Prison!","連続幼児殺人犯 合衆連邦から脱獄逃亡！"
"news:SERIAL_KILLER","Simon Wens: An Arstotzkan Native - Returning Home?","Simon Wens：アルストツカ出身 - 母国へ帰還か？"
"news:SERIAL_KILLER_MURDERED","Bloody Scene In Gennistora!","ジェニストラで血の惨事！"
"news:SERIAL_KILLER_MURDERED","Simon Wens Found Dead In Confusing Mess","Simon Wens氏、遺体で発見 混乱生む"
"news:EZIC_ATTACK0","Grestin Metro Halted","グレスティンで地下鉄停止"
"news:EZIC_ATTACK0","Tunnel Cave-in, Hints At Sabotage","トンネル崩壊、破壊活動を示唆"
"news:EZIC_ATTACK1_GIFT","Gov't Headquarters In Paradizna Evacuated!","パラディズナ政府本部から職員退避！"
"news:EZIC_ATTACK1_GIFT","Strange Gas Detected - Staff Safe, Records Missing","異常ガス検知 - 職員に怪我なし、記録行方不明"
"news:EZIC_ATTACK1_NOGIFT","Head Minister Of Finance Missing!","金融庁長官 行方不明！"
"news:EZIC_ATTACK1_NOGIFT","Markets React With Fast Selling, Instability","速いペースで売りの動き 市場の不安定化"
"news:POISONING","Mysterious Poison Hospitalizes Several!","奇怪な毒物 数名が病院搬送！"
"news:POISONING","Unnamed Immigrant Smuggles Deadly Agent","謎の移民による致死薬品の密輸があった模様"
"news:MARKED_DIPLOMAT","Top-Level Talks Called","トップ会談 開催へ"
"news:MARKED_DIPLOMAT","Grestin Territory Remains Dividing Issue","グレスティン国境問題未だ残る"
"news:DIPLOMAT_SWAPPED","Kolechians Are Crazy","コレチア人、狂う"
"news:DIPLOMAT_SWAPPED","Bizarre Behavior From Top Negotiator Spoils Talks","上級外交官の突飛な行動で交渉決裂"
"news:DIPLOMAT_ORIGINAL","A Tentative Understanding","暫定的な合意"
"news:DIPLOMAT_ORIGINAL","Kolechian Talks Establish Common Ground","コレチア外交官 共通認識を確立"
"news:TALKS_BREAK_DOWN","Roadblock To Kolechian Resolution","コレチアとの決議 いまだ遠く"
"news:TALKS_BREAK_DOWN","Contested City Drives Wedge","国境の町の領有権をめぐり対立続く"
"news:BORDER_CLOSING","Grestin Checkpoint Future Uncertain","グレスティン国境検問所の今後未定"
"news:BORDER_CLOSING","Too Open, Too Soon?","国境公開は早過ぎたのか"
"text:language_code","en","ja"
"text:language_name","ENGLISH","日本語"
"text:language_author","Author","PLAYISM"
"text:wrap_hyphen","-","NONE"
"text:created_by","created by Lucas Pope","created by Lucas Pope"
"text:papers_please","Papers, please.","書類を。"
"text:protocol_violated","Protocol Violated.","規定違反。"
"text:unauth_confiscation","Unauthorized passport confiscation","無認可のパスポート押収。"
"text:missing_reason","Denial reason not given","拒否事由の欠落。"
"text:citation_warning","WARNING ISSUED - NO PENALTY","通告 - 罰金なし"
"text:citation_lastwarning","LAST WARNING - NO PENALTY","最終通告 - 罰金なし"
"text:citation_penalty","PENALTY ASSESSED - $0 CREDITS","罰金 - $0クレジット"
"text:border_next","NEXT!","次！"
"text:border_bomber","FOR KOLECHIA!","コレチア万歳！"
"text:border_comeback","COME BACK AT 6AM TOMORROW","明日午前６時にまたお越し下さい。"
"text:border_announce0","ENTRY IS NOT GUARANTEED","入国の保証はありません。"
"text:border_announce1","HAVE YOUR DOCUMENTS READY","必要書類をご準備下さい。"
"text:border_announce2","ARSTOTZKA WELCOMES YOU","ようこそ、アルストツカへ。"
"text:border_guardout","OUT!","出ろ！"
"text:border_elisa","ELISA!","ELISA!"
"text:family_son_budget","SON","息子"
"text:family_wife_budget","WIFE","妻"
"text:family_niece_budget","NIECE","姪"
"text:family_uncle_budget","UNCLE","叔父"
"text:family_mil_budget","MIL","義母"
"text:family_son_status","Son","息子"
"text:family_wife_status","Wife","妻"
"text:family_niece_status","Niece","姪"
"text:family_uncle_status","Uncle","叔父"
"text:family_mil_status","Mother-in-law","義母"
"text:family_son_message","son","息子"
"text:family_wife_message","wife","妻"
"text:family_niece_message","niece","姪"
"text:family_uncle_message","uncle","叔父"
"text:family_mil_message","mother-in-law","義母"
"text:night_endof","END OF","報告"
"text:night_day","DAY $0","$0日目"
"text:family_verysick_1","Your $0 will die without medicine.","薬がなければ$0が死んでしまう。"
"text:family_verysick_many","Very sick family members will die without medicine.","家族が重症だ。薬がなければ死んでしまう。"
"text:family_sick_1","Your $0 is sick and needs medicine.","病気の$0が薬を必要としている。"
"text:family_sick_many","Your family needs medicine.","家族が薬を必要としている。"
"text:family_died_1","Your $0 has died.","$0が死んだ。"
"text:family_died_2","Your $0 and $1 have died.","$0と$1が死んだ。"
"text:family_died_3","Your $0, $1, and $2 have died.","$0、$1、$2が死んだ。"
"text:family_died_4","Your $0, $1, $2, and $3 have died.","$0、$1、$2、$3が死んだ。"
"text:family_died_5","Your $0, $1, $2, $3, and $4 have died.","$0、$1、$2、$3、$4が死んだ。"
"text:family_escape_with_0","You leave behind everything.","あなたはすべてを置き去りにして逃げた。"
"text:family_escape_with_1","You gather your $0 to leave for Obristan.","オブリスタンへ逃げるため、$0を呼んだ。"
"text:family_escape_with_2","You gather your $0 and $1 to leave for Obristan.","オブリスタンへ逃げるため、$0と$1を呼んだ。"
"text:family_escape_with_3","You gather your $0, $1, and $2 to leave for Obristan.","オブリスタンへ逃げるため、$0、$1、$2を呼んだ。"
"text:family_escape_with_4","You gather your $0, $1, $2, and $3 to leave for Obristan.","オブリスタンへ逃げるため、$0、$1、$2、$3を呼んだ。"
"text:family_escape_with_5","You gather your $0, $1, $2, $3, and $4 to leave for Obristan.","オブリスタンへ逃げるため、$0、$1、$2、$3、$4を呼んだ。"
"text:family_escape_without_1","Your $0 prepares to return to Nirsk.","$0はニルスクへ戻る準備をする。"
"text:family_escape_without_2","Your $0 and $1 prepare to return to Nirsk.","$0と$1はニルスクへ戻る準備をする。"
"text:family_escape_without_3","Your $0, $1, and $2 prepare to return to Nirsk.","$0、$1、$2はニルスクへ戻る準備をする。"
"text:family_escape_without_4","Your $0, $1, $2, and $3 prepare to return to Nirsk.","$0、$1、$2、$3はニルスクへ戻る準備をする。"
"text:family_escape_without_5","Your $0, $1, $2, $3, and $4 prepare to return to Nirsk.","$0、$1、$2、$3、$4はニルスクへ戻る準備をする。"
"text:family_flee_final_0","Obristan Above All","オブリスタン万歳！"
"text:family_flee_final_1","The safety of your $0 is unknown.","$0の安否は不明。"
"text:family_flee_final_2","The safety of your $0 and $1 is unknown.","$0と$1の安否は不明。"
