"CONTEXT", "ID", "TEXT"
"news:FIRST_DAY","Families To Reunite","Familien vor Zusammenführung"
"news:CHECKPOINT_SUCCESS","Grestin Checkpoint a Success!","Grenzübergang Grestin ein Erfolg!"
"news:CHECKPOINT_SUCCESS","Entry Restrictions To Relax, Admit Foreigners","In Kürze weniger Auflagen, Einreise von Ausländern"
"news:CHECKPOINT_SUCCESS","Analysts Upbeat","Analysten in Feierlaune"
"news:CHECKPOINT_SUCCESS","Increased Trade And Cooperation Predicted","Mehr Handel und Kooperationen erwartet"
"news:FIRST_TERRORISTS","Terrorists Strike At Grestin!","Terroristen verüben Anschlag in Grestin!"
"news:FIRST_TERRORISTS","Kolechian Agitators Suspected.","Kolechische Hetzer unter Verdacht."
"news:FIRST_TERRORISTS","Checkpoint Lockdown","Grenzübergang noch stärker gesichert"
"news:FIRST_TERRORISTS","More Guards - More Scrutiny","Mehr Grenzposten - Schärfere Kontrollen"
"news:BLACKMARKET_EXPLODES","Blackmarket Activity Explodes","Schwarzmarkt erlebt ungekannte Blüte"
"news:BLACKMARKET_EXPLODES","Government Blames Lax Immigration Controls","Regierung sieht Schuld bei laxen Grenzkontrollen"
"news:BLACKMARKET_EXPLODES","Checkpoint Expansion Postponed","Ausbau des Grenzübergangs verschoben"
"news:WORKPERMIT_FIRST","Jobs Few, Becoming Fewer","Immer weniger Arbeitsplätze"
"news:WORKPERMIT_FIRST","Immigrants Taking Jobs From Locals","Einwanderer nehmen Einheimischen die Arbeit weg"
"news:KOLECHIA_COMPLAINS_SEARCH","Kolechian Leader Files Complaint","Kolechischer Staatschef legt Beschwerde ein"
"news:KOLECHIA_COMPLAINS_SEARCH","Claims Unprovoked Border Searches Violate Rights","Durchsuchungen an der Grenze ""ohne rechtliche Grundlage"""
"news:AFTER_SUICIDE_BOMBER","Another Attack At Grestin Checkpoint!","Wieder Angriff auf Grenzübergang Grestin!"
"news:AFTER_SUICIDE_BOMBER","Suicide Bomber Slips Through Security","Selbstmordattentäter überwindet Sicherheitskontrollen"
"news:GENERIC_BOMBER","Grestin Suffers Another Border Attack","Erneuter Anschlag auf Grenzübergang Grestin"
"news:GENERIC_BOMBER","Suicide Bombings Becoming Routine","Kaum noch ein Tag ohne Selbstmordattentate"
"news:PIMP_BUSTED","Human Trafficking Ring Shut Down!","Schleuserring ausgehoben!"
"news:PIMP_BUSTED","Grestin Checkpoint Officer Nabs Mastermind","Grenzbeamter in Grestin macht Drahtzieher dingfest"
"news:PIMP_ESCAPED","Dancers At Grestin Club Found Dead!","Klub-Tänzerinnen in Grestin tot aufgefunden!"
"news:PIMP_ESCAPED","Newly Immigrated Girls Victims Of Human Trafficking","Kürzlich eingewanderte Frauen Opfer skrupelloser Schleuser"
"news:KILLERATHLETE","Republian Track Star Wanted For Murder!","Republischer Star-Läufer wegen Mordes gesucht!"
"news:KILLERATHLETE","Vince Lestrade's Whereabouts Unknown - Has Likely Fled Republia","Vince Lestrade spurlos verschwunden - Wahrscheinlich in Republien"
"news:KILLERATHLETE","Vince Lestrade: Profile","Profil: Vince Lestrade"
"news:KILLERATHLETE","Girlfriend Killed In Jealous Rage?","Freundin aus rasender Eifersucht getötet?"
"news:KILLERATHLETE_DETAINED","Vince Lestrade Apprehended In Grestin!","Vince Lestrade in Grestin verhaftet!"
"news:KILLERATHLETE_DETAINED","Track Champ Looks Quite Guilty Now","Star-Läufer wahrscheinlich Täter"
"news:KILLERATHLETE_APPROVED","Vince Lestrade Spotted in Arstotzka","Vince Lestrade in Arstotzka gesehen"
"news:KILLERATHLETE_DENIED","Vince Lestrade Apprehended In Kolechia!","Vince Lestrade in Kolechien verhaftet!"
"news:DIPLOMAT_FIRST","Kolechia Sends Top-Level Diplomat","Kolechien entsendet hochrangigen Diplomaten"
"news:DIPLOMAT_FIRST","Normalizing Trade Top Issue","Normalisierung des Handels hat Priorität"
"news:BUSTED_SPY","Top-level Kolechian Exposed as Arstotzkan Spy!","Hochrangiger Koleche ist arstotzkanischer Spion!"
"news:BUSTED_SPY","Missing From Post, Presumed Dead","Als vermißt gemeldet, wahrscheinlich tot"
"news:BUSTED_SPY_GAVEREALDOCS","Kolechia Cleans House - Eliminates Arstotzkan Spies","Kolechien räumt auf - Arstotzka-Spione tot"
"news:BUSTED_SPY_GAVEREALDOCS","Heroic Agents Compromised","Heldenhafte Agenten schändlich verraten"
"news:BUSTED_SPY_GAVEFAKEDOCS","Kolechia Cleans House - Attacks Its Own!","Kolechien räumt auf - Innere Machtkämpfe!"
"news:BUSTED_SPY_GAVEFAKEDOCS","Round Of Disappearances Blamed On Faulty Evidence","Dutzende aufgrund gefälschter Beweise spurlos verschwunden"
"news:FORGERY_NEWS","Theft At Ministry Of Admission!","Diebstahl im Ministerium für Grenzschutz!"
"news:FORGERY_NEWS","Limited Effects - Few Items Stolen","Kaum Auswirkungen - Wenige Gegenstände entwendet"
"news:SECRET_SOCIETY","The History of Arstotzka","Die Geschichte Arstotzkas"
"news:SECRET_SOCIETY","In Pictures and Words - Mostly Words","In Bildern und Worten - Meist in Worten"
"news:CRIMINAL_ACTIVITY","A Criminal's Safe Haven","Ein sicherer Hafen für Verbrecher"
"news:CRIMINAL_ACTIVITY","Arstotzka Earns Dubious Reputation","Arstotzka bekommt zweifelhaften Ruf"
"news:LOSING_GUARDS","Ministries Fight Over Staff","Ministerien kämpfen um Personal"
"news:LOSING_GUARDS","Qualified Guards, Soldiers In Demand","Qualifizierte Grenzbeamte und Soldaten gefragt"
"news:LOSING_GUARDS","Consolidation, Reassignment At Border","Konsolidierung der Grenztruppen"
"news:LOSING_GUARDS","Still Safe With Smaller Detail?","Auch mit weniger Personal genau so sicher?"
"news:RUNNER_AFTER_TRANQ","Grestin Incident Highlights Security Risks","Vorfall in Grestin zeigt Risiken auf"
"news:RUNNER_AFTER_TRANQ","Further Breaches Predicted","Weitere Sicherheitslecks befürchtet"
"news:BIKE_ATTACK","Daring Bike Attack At Grestin Checkpoint!","Tollkühner Motorrad-Anschlag in Grestin!"
"news:BIKE_ATTACK","Extremists Growing Bolder - Grestin Like Magnet","Extremisten immer dreister - Grestin ""wie ein Magnet"""
"news:BORDER_TARGETED","Can The Wall Hold?","Hält die Mauer?"
"news:BORDER_TARGETED","Border Safety Continually Questioned","Sicherheit an der Grenze auf dem Prüfstand"
"news:BIKERUNNER_NEWS","Coordinated Border Breach!","Koordinierter illegaler Grenzübertritt!"
"news:BIKERUNNER_NEWS","Unknown Assailants Swamp Security","Unbekannte Angreifer blamieren Sicherheitskräfte"
"news:NOSY_JOURNALIST_APPROVED","Arstotzka's Frail Border","Arstotzkas löchrige Grenze"
"news:NOSY_JOURNALIST_APPROVED","United Fed Reporter Exposes Lax Protocols","Reporter der Vereinigten Föderation enthüllt laxe Praktiken"
"news:NOSY_JOURNALIST_DENIED","Arstotzka's Iron Border","Arstotzkas eiserner Vorhang"
"news:NOSY_JOURNALIST_DENIED","Int. Media Reveals Entry Visa Bias","Internationale Medien enthüllen einseitige Visa-Vergabe"
"news:IDSUPPLEMENT_INTRO","Another Bomber Slips Through!","Attentäter überwindet wieder Grenze!"
"news:IDSUPPLEMENT_INTRO","Immigrant Screening Falls Short","Kontrollen von Immigranten offenbar wirkungslos"
"news:IDSUPPLEMENT_INTRO","M.O.A. Gets New Director","MfG mit neuem Direktor"
"news:IDSUPPLEMENT_INTRO","Stricter Protocols Promised at Border","Härteres Durchgreifen an Grenze zugesichert"
"news:WHISTLEBLOWER_SETUP0","Antegria Domestic Spying Exposed!","Antegrien spioniert eigenes Volk aus!"
"news:WHISTLEBLOWER_SETUP0","Whistleblower On The Run","Geheimnisverräter auf der Flucht"
"news:WHISTLEBLOWER_SETUP1","Antegrian Whistleblower Denied Asylum In Republia","Antegrischer Geheimnisverräter bekommt kein Asyl in Republien"
"news:WHISTLEBLOWER_SETUP2","Antegrian Whistleblower Turned Away From United Fed","Antegrischer Verräter von Vereinigter Föderation abgewiesen"
"news:WHISTLEBLOWER_COMING","Antegrian Whistleblower Accepted By Arstotzka","Arstotzka bereit, antegrischen Verräter aufzunehmen"
"news:WHISTLEBLOWER_COMING","Move Risks Angering Neighbors","Kontroverse Entscheidung gefährdet Beziehungen zu Nachbarstaaten"
"news:WHISTLEBLOWER_IN","Antegrian Whistleblower Arrives - Disappears Immediately","Antegrischer Geheimnisver-<br>räter da - und weg"
"news:WHISTLEBLOWER_OUT","Antegrian Whistleblower Turned Away - Whereabouts Unknown","Antegrischer Geheimnisverräter abgewiesen - spurlos verschwunden"
"news:IMPOR_UNHAPPY","Impor Protests Unbalanced Trade Restrictions","Impor protestiert gegen Handelsbeschränkungen"
"news:IMPOR_UNHAPPY","Claims Arstotzka Unfairly Taxes Imporian Goods","Erhebt Arstotzka unfaire Steuern auf imporische Güter?"
"news:IMPOR_SANCTIONS_START","Impor Begins Trade Sanctions!","Impor setzt Handelssanktionen in Kraft!"
"news:IMPOR_SANCTIONS_START","Immediately Restricts All Imports From Arstotzka","Schränkt ab sofort Importe aus Arstotzka ein"
"news:IMPOR_SANCTIONS_END","Impor Sanctions End!","Impor beendet Sanktionen!"
"news:IMPOR_SANCTIONS_END","Over So Fast? What Happened?","So schnell? Was ist denn passiert?"
"news:SURGERY_SETUP","Breakthrough Spinal Surgery Perfected","Durchbruch bei Wirbelsäulen-Eingriffen"
"news:SURGERY_SETUP","Only Possible With Arstotzkan Expertise","Nur dank Experten aus Arstotzka möglich"
"news:VIRUS_PRIMER","Polio Resurfaces In United Fed","Polio kehrt in Vereinigte Föderation zurück"
"news:VIRUS_PRIMER","Isolated Diagnosis Or Something More?","Einzelfall oder Epidemie?"
"news:VIRUS_BAN_UNITED_FED","Full-blown Epidemic Threatens United Fed!","Epidemie bedroht Vereinigte Föderation!"
"news:VIRUS_BAN_UNITED_FED","Previously Under Control, Polio Back With Vengeance","Polio jetzt vollkommen außer Kontrolle"
"news:VIRUS_REQUIRE_CERT","Ministry of Health Acts To Protect Citizens","Ministerium für Gesundheit schützt Bürger"
"news:VIRUS_REQUIRE_CERT","New Policy, Safeguards At Borders","Neue Richtlinien, Sicherheitsmaßnahmen an der Grenze"
"news:SERIAL_KILLER","Serial Child Killer Escapes United Fed Prison!","Kinderserienmörder flieht aus VF-Gefängnis!"
"news:SERIAL_KILLER","Simon Wens: An Arstotzkan Native - Returning Home?","Simon Wens: Geboren in Arstotzka - auf dem Weg nach Hause?"
"news:SERIAL_KILLER_MURDERED","Bloody Scene In Gennistora!","Blutbad in Gennistora!"
"news:SERIAL_KILLER_MURDERED","Simon Wens Found Dead In Confusing Mess","Simon Wens unter rätselhaften Umständen tot aufgefunden"
"news:EZIC_ATTACK0","Grestin Metro Halted","Metro in Grestin steht still"
"news:EZIC_ATTACK0","Tunnel Cave-in, Hints At Sabotage","Tunnel eingestürzt, Hinweise auf Sabotage"
"news:EZIC_ATTACK1_GIFT","Gov't Headquarters In Paradizna Evacuated!","Regierung in Paradisna evakuiert!"
"news:EZIC_ATTACK1_GIFT","Strange Gas Detected - Staff Safe, Records Missing","Rätselhaftes Gas ausgetreten - Personal gerettet, Akten vermißt"
"news:EZIC_ATTACK1_NOGIFT","Head Minister Of Finance Missing!","Minister für Finanzen vermißt!"
"news:EZIC_ATTACK1_NOGIFT","Markets React With Fast Selling, Instability","Märkte reagieren mit Panikverkäufen, Instabilität"
"news:POISONING","Mysterious Poison Hospitalizes Several!","Rätselhaftes Gift fordert Opfer!"
"news:POISONING","Unnamed Immigrant Smuggles Deadly Agent","Unbekannter Einwanderer schmuggelt tödliche Substanz ins Land"
"news:MARKED_DIPLOMAT","Top-Level Talks Called","Gipfel-Gespräche abgebrochen"
"news:MARKED_DIPLOMAT","Grestin Territory Remains Dividing Issue","Keine Einigung über geteilte Stadt Grestin"
"news:DIPLOMAT_SWAPPED","Kolechians Are Crazy","Kolechen spielen verrückt"
"news:DIPLOMAT_SWAPPED","Bizarre Behavior From Top Negotiator Spoils Talks","Top-Unterhändler sprengt Konferenz mit bizarrem Verhalten"
"news:DIPLOMAT_ORIGINAL","A Tentative Understanding","Eine provisorische Gesprächsbasis"
"news:DIPLOMAT_ORIGINAL","Kolechian Talks Establish Common Ground","Gespräche in Kolechien schaffen gemeinsame Basis"
"news:TALKS_BREAK_DOWN","Roadblock To Kolechian Resolution","Straßensperre für Kolechische Resolution"
"news:TALKS_BREAK_DOWN","Contested City Drives Wedge","Geteilte Stadt bleibt Zankapfel"
"news:BORDER_CLOSING","Grestin Checkpoint Future Uncertain","Unsichere Zukunft für Grenzübergang Grestin"
"news:BORDER_CLOSING","Too Open, Too Soon?","Zu laxe Kontrollen, zu früh geöffnet?"
"text:language_code","en","de"
"text:language_name","ENGLISH","DEUTSCH"
"text:language_author","Author","Rolf Klischewski"
"text:wrap_hyphen","-","-"
"text:created_by","created by Lucas Pope","Ein Spiel von Lucas Pope"
"text:papers_please","Papers, please.","Papiere, bitte."
"text:protocol_violated","Protocol Violated.","Vorschriften mißachtet."
"text:unauth_confiscation","Unauthorized passport confiscation","Unautorisierte Konfiszierung eines Passes"
"text:missing_reason","Denial reason not given","Ablehnung ohne Begründung"
"text:citation_warning","WARNING ISSUED - NO PENALTY","VERWARNUNG - KEIN BUSSGELD"
"text:citation_lastwarning","LAST WARNING - NO PENALTY","LETZTE VERWARNUNG - KEIN BUSSGELD"
"text:citation_penalty","PENALTY ASSESSED - $0 CREDITS","BUSSGELD - $0 CREDITS"
"text:border_next","NEXT!","NÄCHSTER!"
"text:border_bomber","FOR KOLECHIA!","FÜR KOLECHIEN!"
"text:border_comeback","COME BACK AT 6AM TOMORROW","KOMMEN SIE MORGEN UM 6 UHR WIEDER"
"text:border_announce0","ENTRY IS NOT GUARANTEED","DIE EINREISE KANN NICHT GARANTIERT WERDEN"
"text:border_announce1","HAVE YOUR DOCUMENTS READY","HALTEN SIE IHRE PAPIERE BEREIT"
"text:border_announce2","ARSTOTZKA WELCOMES YOU","ARSTOTZKA HEISST SIE WILLKOMMEN"
"text:border_guardout","OUT!","RAUS!"
"text:border_elisa","ELISA!","ELISA!"
"text:family_son_budget","SON","SOHN"
"text:family_wife_budget","WIFE","FRAU"
"text:family_niece_budget","NIECE","NICHTE"
"text:family_uncle_budget","UNCLE","ONKEL"
"text:family_mil_budget","MIL","SCHWIEGERM."
"text:family_son_status","Son","Sohn"
"text:family_wife_status","Wife","Frau"
"text:family_niece_status","Niece","Nichte"
"text:family_uncle_status","Uncle","Onkel"
"text:family_mil_status","Mother-in-law","Schwiegermutter"
"text:family_son_message","son","Ihr Sohn"
"text:family_wife_message","wife","Ihre Frau"
"text:family_niece_message","niece","Ihre Nichte"
"text:family_uncle_message","uncle","Ihr Onkel"
"text:family_mil_message","mother-in-law","Ihre Schwiegermutter"
"text:night_endof","END OF","ENDE VON"
"text:night_day","DAY $0","TAG $0"
"text:family_verysick_1","Your $0 will die without medicine.","$0 wird ohne Medikamente sterben."
"text:family_verysick_many","Very sick family members will die without medicine.","Sehr kranke Familienmitglieder sterben ohne Medikamente."
"text:family_sick_1","Your $0 is sick and needs medicine.","$0 ist krank und braucht Medikamente."
"text:family_sick_many","Your family needs medicine.","Ihre Familie braucht Medikamente."
"text:family_died_1","Your $0 has died.","$0 ist gestorben."
"text:family_died_2","Your $0 and $1 have died.","$0 und $1 sind gestorben."
"text:family_died_3","Your $0, $1, and $2 have died.","$0, $1 und $2 sind gestorben."
"text:family_died_4","Your $0, $1, $2, and $3 have died.","$0, $1, $2 und $3 sind gestorben."
"text:family_died_5","Your $0, $1, $2, $3, and $4 have died.","$0, $1, $2, $3 und $4 sind gestorben."
"text:family_escape_with_0","You leave behind everything.","Sie lassen alles zurück."
"text:family_escape_with_1","You gather your $0 to leave for Obristan.","$0 und Sie machen sich auf den Weg nach Obristan."
"text:family_escape_with_2","You gather your $0 and $1 to leave for Obristan.","$0 und $1 machen sich mit Ihnen auf den Weg nach Obristan."
"text:family_escape_with_3","You gather your $0, $1, and $2 to leave for Obristan.","$0, $1 und $2 machen sich mit Ihnen auf den Weg nach Obristan."
"text:family_escape_with_4","You gather your $0, $1, $2, and $3 to leave for Obristan.","$0, $1, $2 und $3 machen sich mit Ihnen auf den Weg nach Obristan."
"text:family_escape_with_5","You gather your $0, $1, $2, $3, and $4 to leave for Obristan.","$0, $1, $2, $3 und $4 machen sich mit Ihnen auf den Weg nach Obristan."
"text:family_escape_without_1","Your $0 prepares to return to Nirsk.","$0 bereitet sich auf die Rückkehr nach Nirsk vor."
"text:family_escape_without_2","Your $0 and $1 prepare to return to Nirsk.","$0 und $1 bereiten sich auf die Rückkehr nach Nirsk vor."
"text:family_escape_without_3","Your $0, $1, and $2 prepare to return to Nirsk.","$0, $1 und $2 bereiten sich auf die Rückkehr nach Nirsk vor."
"text:family_escape_without_4","Your $0, $1, $2, and $3 prepare to return to Nirsk.","$0, $1, $2 und $3 bereiten sich auf die Rückkehr nach Nirsk vor."
"text:family_escape_without_5","Your $0, $1, $2, $3, and $4 prepare to return to Nirsk.","$0, $1, $2, $3 und $4 bereiten sich auf die Rückkehr nach Nirsk vor."
"text:family_flee_final_0","Obristan Above All","Obristan über alles"
"text:family_flee_final_1","The safety of your $0 is unknown.","Es ist unklar, ob $0 in Sicherheit ist."
"text:family_flee_final_2","The safety of your $0 and $1 is unknown.","Es ist unklar, ob $0 und $1 in Sicherheit sind."
"text:family_flee_final_3","The safety of your $0, $1, and $2 is unknown.","Es ist unklar, ob $0, $1 und $2 in Sicherheit sind."
"text:family_flee_final_4","The safety of your $0, $1, $2, and $3 is unknown.","Es ist unklar, ob $0, $1, $2 und $3 in Sicherheit sind."
"text:family_flee_final_5","The safety of your $0, $1, $2, $3, and $4 is unknown.","Es ist unklar, ob $0, $1, $2, $3 und $4 in Sicherheit sind."
"text:budget_savings","SAVINGS","ERSPARNISSE"
"text:budget_salary","SALARY ($0)","GEHALT ($0)"
"text:budget_penalties","PENALTIES ($0)","BUSSGELDER ($0)"
"text:budget_bribes","BRIBES","BESTECHUNGEN"
"text:budget_rent","RENT","MIETE"
"text:budget_food","FOOD","NAHRUNG"
"text:budget_heat","HEAT","HEIZUNG"
"text:budget_medicine","MEDICINE ($0)","MEDIKAMENTE ($0)"
"text:budget_sleep","SLEEP","SCHLAFEN"
"text:budget_escape","ESCAPE","FLUCHT"
"text:menu_back","BACK","ZURÜCK"
"text:confirm_ok","OKAY","OKAY"
"text:confirm_cancel","CANCEL","ABBRECHEN"
"text:menu_mainmenu","MAIN MENU","HAUPTMENÜ"
"text:menu_resume","RESUME","FORTSETZEN"
"text:menu_quit","QUIT","BEENDEN"
"text:menu_done","DONE","FERTIG"
"text:menu_story","STORY","GESCHICHTE"
"text:menu_endless","ENDLESS","ENDLOS"
"text:menu_play","PLAY","SPIELEN"
"text:menu_fullscreen","Fullscreen","Vollbild"
"text:menu_nudity","Nudity","Nacktheit"
"text:menu_easy","Easy Mode","Leichter Modus"
"text:menu_music","Music","Musik"
"text:menu_sound","Sound","Sound"
"text:menu_dateformat","Date Format","Datumsformat"
"text:menu_language","Language","Sprache"
"text:menu_easytip","+ 20 credits per day","+ 20 Credits pro Tag"
"text:menu_stats","STATS","STATISTIK"
"text:menu_next","NEXT","WEITER"
"text:menu_walktowork","WALK TO WORK","ZUR ARBEIT GEHEN"
"text:menu_paused","PAUSED","PAUSE"
"text:menu_settings","SETTINGS","EINSTELLUNGEN"
"text:menu_credits","CREDITS","MITWIRKENDE"
"text:menu_checkforupdates","CHECK FOR UPDATES","NACH UPDATES SUCHEN"
"text:stats_text","Played for $time
$processed travelers processed
$approved approved
$denied denied
$detained detained
$citations citations earned
$stamps stamps applied
Ending $endnum of $endtotal","$time gespielt
$processed Reisende abgefertigt
$approved passieren lassen
$denied abgewiesen
$detained verhaftet
$citations Verweise bekommen
$stamps Papiere abgestempelt
Ende $endnum von $endtotal"
"text:steam_noinit","STEAM CONNECTION FAILED

If this problem persists, re-install the Steam client.","VERBINDUNG MIT STEAM FEHLGESCHLAGEN

Sollte dieses Problem weiter bestehen bleiben, bitte den Steam-Client erneut installieren."
"text:steam_restartfailed","STEAM RESTART FAILED

If this problem persists, re-install the Steam client.","STEAM-NEUSTART FEHLGESCHLAGEN

Sollte dieses Problem weiter bestehen bleiben, bitte den Steam-Client erneut installieren."
"text:steam_noconnect","STEAM CONNECTION FAILED

The game will attempt to restart through the Steam client.","VERBINDUNG MIT STEAM FEHLGESCHLAGEN

Das Spiel wird versuchen, über den Steam-Client neu zu starten."
"text:steam_restart","RESTART","NEUSTART"
"text:load_title","Select day to continue or start a new game","Wählen Sie einen Tag, an dem Sie fortfahren möchten, oder starten Sie ein neues Spiel"
"text:load_confirm_delete_single","Delete this day $0 save?

There is no undo.","Diesen Spielstand vom Tag $0 löschen?

Das Löschen kann nicht rückgängig gemacht werden."
"text:load_confirm_delete_multi","Delete this save branch from day $0 to day $1?

There is no undo.","Diese gespeicherte Verzweigung von Tag $0 bis Tag $1 löschen?

Das Löschen kann nicht rückgängig gemacht werden."
"text:load_delete","DELETE","LÖSCHEN"
"text:load_confirm_full","Save tracks full.

Continue from a right-most save or delete a save branch to free up a track.","Speicherplätze voll belegt.

Setzen Sie Ihr Spiel mit dem Spielstand rechts außen fort oder löschen Sie eine Verzweigung, um einen Speicherplatz freizumachen."
"text:load_summary","Day $day
""$news""

$savings credits, $family family members,
$tokens tokens, apartment $apt","Tag $day
""$news""

$savings Credits, $family Familienmitglied(er),
$tokens Medaille(n), Wohnung $apt"
"text:load_continue","CONTINUE","FORTSETZEN"
"text:emotion_happy","HAPPY","FROH"
"text:emotion_ok","OK","OK"
"text:emotion_sad","SAD","TRAURIG"
"text:emotion_cold","COLD","FRIERT"
